Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No. of_Trades,Deliverable_Qty,% Dly Qt to_Traded_Qty
BHARTIARTL,EQ,13-05-2020,559.85,568.4,569.75,549.3,554,555.95,556.28,21114162,11745317628,263220,7893431,37.38
BHARTIARTL,EQ,12-05-2020,536.2,533,564,530.5,559.9,559.85,549.56,22616586,12429164473,270556,4772570,21.1
BHARTIARTL,EQ,11-05-2020,530.05,533.05,548.5,532.1,538.4,536.2,541.98,14223774,7709005088,253367,4577347,32.18
BHARTIARTL,EQ,08-05-2020,528.05,540,545.8,528.3,529.65,530.05,538.24,13592563,7316010096,178285,2883555,21.21
BHARTIARTL,EQ,07-05-2020,546,545.35,545.35,524.45,528,528.05,533.57,15532288,8287535504,174542,5445044,35.06
BHARTIARTL,EQ,06-05-2020,528.05,531.75,551.45,530.05,546,546,542.14,25594404,13875837694,298656,7001299,27.35
BHARTIARTL,EQ,05-05-2020,532.5,538,553.7,526.05,528.8,528.05,542.52,29936910,16241294331,328885,7853562,26.23
BHARTIARTL,EQ,04-05-2020,514.3,502.45,540,499.9,530.95,532.5,523.28,34019465,17801631924,366002,8511001,25.02
BHARTIARTL,EQ,30-04-2020,496,503.1,515.95,495.2,514.55,514.3,506.01,19799179,10018542819,248150,8725501,44.07
BHARTIARTL,EQ,29-04-2020,485.65,490.95,498.4,487.05,493,496,492.48,8217929,4047129939,121453,3156405,38.41
BHARTIARTL,EQ,28-04-2020,494.05,497.45,497.45,484.1,486.9,485.65,490.23,11512936,5644020520,147334,5140240,44.65
BHARTIARTL,EQ,27-04-2020,494.25,498.05,503.05,491.1,491.85,494.05,498.01,9888710,4924686784,130921,5240993,53
BHARTIARTL,EQ,24-04-2020,496,494.9,499,484.45,495,494.25,491.62,11937738,5868795453,125815,5471099,45.83
BHARTIARTL,EQ,23-04-2020,501.4,501.85,507.3,491.05,495,496,500.82,12532120,6276373110,182979,6579408,52.5
BHARTIARTL,EQ,22-04-2020,500.5,516,517.05,492.05,501.35,501.4,503.9,18107820,9124489971,204900,6990076,38.6
BHARTIARTL,EQ,21-04-2020,490.3,484,503.8,479.15,501,500.5,490.22,15491009,7593958328,233080,6611317,42.68
BHARTIARTL,EQ,20-04-2020,502.45,507.7,507.7,486.9,490.5,490.3,492.25,11473202,5647705774,155424,5288740,46.1
BHARTIARTL,EQ,17-04-2020,500.45,511,512.5,498.2,502,502.45,503.78,16127623,8124790564,440849,8507005,52.75
BHARTIARTL,EQ,16-04-2020,510.5,500,513,497.35,500,500.45,505.76,17082242,8639490585,184657,9178491,53.73
BHARTIARTL,EQ,15-04-2020,512.2,533.95,535.95,505.05,510.5,510.5,522.5,25793155,13477037292,344427,13337516,51.71
BHARTIARTL,EQ,13-04-2020,488.7,491,520.9,491,510.5,512.2,507.25,23966611,12156969985,283043,7922714,33.06
BHARTIARTL,EQ,09-04-2020,461.65,471,492.3,471,490.4,488.7,482.04,11742601,5660360877,186264,4680810,39.86
BHARTIARTL,EQ,08-04-2020,470.2,474.35,491.1,453,463.05,461.65,468.52,13388084,6272584979,239847,4450915,33.25
BHARTIARTL,EQ,07-04-2020,423.95,433.15,485.75,433.15,470,470.2,453.66,15267141,6926098667,190667,6645024,43.53
BHARTIARTL,EQ,03-04-2020,421.35,432,432,415.6,424.1,423.95,423.52,14153710,5994409267,232505,7174853,50.69
BHARTIARTL,EQ,01-04-2020,440.9,440,440,412.4,422,421.35,425.72,9469124,4031149762,194448,5113364,54
BHARTIARTL,EQ,31-03-2020,431.05,441,447,424,440.5,440.9,436.03,16745176,7301360963,223507,9524020,56.88
BHARTIARTL,EQ,30-03-2020,448.95,443.85,449.3,428,432.05,431.05,438.32,10022553,4393076274,127381,5150650,51.39
BHARTIARTL,EQ,27-03-2020,470.7,470.7,474.8,437.5,450,448.95,451.99,16076582,7266453091,260952,7815300,48.61
BHARTIARTL,EQ,26-03-2020,429.1,426.5,493.45,420.25,465,470.7,453.03,21891560,9917558180,274612,12134100,55.43
BHARTIARTL,EQ,25-03-2020,404.05,406.55,438.25,405.6,424.9,429.1,423.02,13833486,5851889198,181657,6770339,48.94
BHARTIARTL,EQ,24-03-2020,407.35,410.9,437.85,400.15,411.55,404.05,413.22,12716346,5254629478,180218,6544255,51.46
BHARTIARTL,EQ,23-03-2020,462.65,416.4,445.7,399.5,417.9,407.35,420.48,14632657,6152719665,173536,9838199,67.23
BHARTIARTL,EQ,20-03-2020,444.75,445,472,436.65,461.6,462.65,455.05,19395922,8826143940,207864,8881450,45.79
BHARTIARTL,EQ,19-03-2020,425.55,416.45,451.65,361.75,444.55,444.75,429.33,23574894,10121477873,258142,9894538,41.97
BHARTIARTL,EQ,18-03-2020,454.7,460,478.8,407.45,440,425.55,443.55,28815241,12780875877,328964,11891828,41.27
BHARTIARTL,EQ,17-03-2020,464.8,465,481,444.35,458,454.7,468.63,12396973,5809627601,253082,6520338,52.6
BHARTIARTL,EQ,16-03-2020,491.85,472.25,492.95,456.15,461,464.8,472.89,14661576,6933356557,294260,6448377,43.98
BHARTIARTL,EQ,13-03-2020,464.95,453.8,509.05,420,489.8,491.85,479.37,23807651,11412749393,246728,10482202,44.03
BHARTIARTL,EQ,12-03-2020,493.8,478.5,481.5,459.2,466,464.95,470.46,14204414,6682576151,187976,7187092,50.6
BHARTIARTL,EQ,11-03-2020,496.25,487,508.5,487,494,493.8,499.14,21007587,10485814895,181749,14354217,68.33
BHARTIARTL,EQ,09-03-2020,519.15,510,512,491.05,495.65,496.25,500.25,15375756,7691649227,194367,8768745,57.03
BHARTIARTL,EQ,06-03-2020,526.9,517.75,523.65,511.45,519.35,519.15,517.86,9328722,4831014594,98532,4068188,43.61
BHARTIARTL,EQ,05-03-2020,516.75,522.8,530.7,516.65,526.6,526.9,523.74,14080598,7374510677,121550,7356946,52.25
BHARTIARTL,EQ,04-03-2020,520.8,525,532.8,507.4,513,516.75,520.89,17733434,9237081176,214378,7640688,43.09
BHARTIARTL,EQ,03-03-2020,518.35,524,533.35,514.15,523.25,520.8,521.87,10368929,5411242273,127941,4603990,44.4
BHARTIARTL,EQ,02-03-2020,523.5,534,536,511.85,519.95,518.35,527.92,9910097,5231780016,121316,3684212,37.18
BHARTIARTL,EQ,28-02-2020,531.65,524.9,528.4,513.5,522.45,523.5,521.51,16622086,8668627537,204419,9263055,55.73
BHARTIARTL,EQ,27-02-2020,535.95,534.7,535.85,527,531.15,531.65,530.79,11171400,5929669320,144882,4683542,41.92
BHARTIARTL,EQ,26-02-2020,535.25,532.7,539.4,520.3,535.1,535.95,530.05,18615730,9867326832,148454,9843560,52.88
BHARTIARTL,EQ,25-02-2020,529.9,533,537.95,530.95,535.75,535.25,533.86,9623521,5137647527,105159,4386899,45.59
BHARTIARTL,EQ,24-02-2020,545.6,542,542.05,527.1,529.95,529.9,534.52,9653196,5159864888,148192,4418856,45.78
BHARTIARTL,EQ,20-02-2020,543.4,543.7,552,538.6,544.6,545.6,544.82,15715009,8561789362,200579,6770760,43.08
BHARTIARTL,EQ,19-02-2020,548.25,549.1,553.6,538.75,544,543.4,546.81,21681078,11855411528,137698,12201460,56.28
BHARTIARTL,EQ,18-02-2020,564.85,563.35,568.85,537.3,549,548.25,551.72,21462600,11841426535,193954,6546907,30.5
BHARTIARTL,EQ,17-02-2020,565,564.95,568.7,556.5,565.4,564.85,563.78,22924036,12924202249,209076,7641415,33.33
BHARTIARTL,EQ,14-02-2020,539.95,544.9,567.55,534.25,563.6,565,556.27,36826473,20485559573,307059,9116059,24.75
BHARTIARTL,EQ,13-02-2020,539.6,539.7,542.75,531.75,540.65,539.95,536.67,5623475,3017950326,72395,3106237,55.24
BHARTIARTL,EQ,12-02-2020,534.3,536,542.35,535,539.7,539.6,539.83,5065813,2734671060,97504,2129926,42.05
BHARTIARTL,EQ,11-02-2020,538.7,539.5,544.65,532.75,534.1,534.3,539.08,6500749,3504433600,94100,2933776,45.13
BHARTIARTL,EQ,10-02-2020,539.45,540.2,543.65,536.1,538,538.7,539.11,8412522,4535242511,105955,4203119,49.96
BHARTIARTL,EQ,07-02-2020,546.8,548.9,549,538.25,538.3,539.45,541.34,8802579,4765151222,166209,4019498,45.66
BHARTIARTL,EQ,06-02-2020,533.35,535.05,552.8,534.1,547,546.8,545.22,16863683,9194464872,374175,5716150,33.9
BHARTIARTL,EQ,05-02-2020,518.9,518,537.5,515.8,536.5,533.35,525.56,30082900,15810309738,229675,12536641,41.67
BHARTIARTL,EQ,04-02-2020,510.05,514,522.6,503.45,520.5,518.9,512.37,14376670,7366141038,140565,5530700,38.47
BHARTIARTL,EQ,03-02-2020,497.2,496.05,513.35,496.05,513.05,510.05,505.2,14932443,7543904665,297220,8045854,53.88
BHARTIARTL,EQ,01-02-2020,496.45,493.4,501.25,483.3,494.2,497.2,494.96,5753361,2847686753,42307,2005627,34.86
BHARTIARTL,EQ,31-01-2020,489.8,493.2,499.4,487,496.65,496.45,493.87,18017965,8898482018,123516,10675617,59.25
BHARTIARTL,EQ,30-01-2020,490.25,492,492.9,480.1,487.05,489.8,487.27,15055241,7336027610,87295,7084187,47.05
BHARTIARTL,EQ,29-01-2020,491.25,493.1,501.4,488.25,490.7,490.25,493.63,19668016,9708706049,175835,8993730,45.73
BHARTIARTL,EQ,28-01-2020,514.4,514.35,514.4,486.1,491.9,491.25,496.36,31091035,15432280274,268519,17426323,56.05
BHARTIARTL,EQ,27-01-2020,524.25,521.15,524.1,511.9,512.5,514.4,517.99,11638278,6028564321,148578,6633224,56.99
BHARTIARTL,EQ,24-01-2020,523.65,520.5,527.35,514.15,524.35,524.25,521.24,23385562,12189542600,195223,10591177,45.29
BHARTIARTL,EQ,23-01-2020,514.5,515,526,512.35,525.45,523.65,519.92,15482185,8049454241,167208,7502053,48.46
BHARTIARTL,EQ,22-01-2020,511.75,514.75,523.75,506.7,514.55,514.5,513,19911947,10214851987,156430,8161925,40.99
BHARTIARTL,EQ,21-01-2020,508.7,510,515,504.4,508.35,511.75,510.76,64001338,32689618609,254262,38317050,59.87
BHARTIARTL,EQ,20-01-2020,500.05,499,512.7,494.25,506.95,508.7,505.19,44464024,22463001282,317356,26193858,58.91
BHARTIARTL,EQ,17-01-2020,473.9,475.1,503.8,475.1,499.8,500.05,496.57,60774623,30178603183,428688,30190743,49.68
BHARTIARTL,EQ,16-01-2020,467.85,469.2,476.95,468,473.9,473.9,473.28,15990374,7567876635,153554,9334502,58.38
BHARTIARTL,EQ,15-01-2020,469.35,469.5,472,465,468,467.85,468.32,10674839,4999266954,95177,7602908,71.22
BHARTIARTL,EQ,14-01-2020,468.9,468.9,472.65,466.6,470,469.35,469.94,8086659,3800217823,85434,5037091,62.29
BHARTIARTL,EQ,13-01-2020,457,459,470.3,454.25,468.6,468.9,463.13,14925989,6912694440,97122,8672802,58.11
BHARTIARTL,EQ,10-01-2020,460.1,464.8,465.95,454.2,457.75,457,461.25,37029733,17079783926,198967,23805707,64.29
BHARTIARTL,EQ,09-01-2020,458.85,468.4,474.95,455.3,460.15,460.1,462.98,17845812,8262208879,143721,5986680,33.55
BHARTIARTL,EQ,08-01-2020,445.1,442.6,460.75,440.35,458.9,458.85,450.78,13858623,6247253977,126722,4104144,29.61
BHARTIARTL,EQ,07-01-2020,449.65,452,455.3,443.1,445.05,445.1,448.34,4273646,1916057157,52718,1127213,26.38
BHARTIARTL,EQ,06-01-2020,455.1,453.9,457.45,444.65,448.5,449.65,449.9,7399981,3329261289,73742,3006323,40.63
BHARTIARTL,EQ,03-01-2020,455.2,455.7,459.2,451.5,457.15,455.1,454.8,5059594,2301088400,97228,1968386,38.9
BHARTIARTL,EQ,02-01-2020,453.3,454.1,459.4,453.5,455.3,455.2,455.54,4842142,2205786807,78890,1761330,36.38
BHARTIARTL,EQ,01-01-2020,455.8,456.05,460.5,449.75,453.7,453.3,454.52,5059995,2299887461,67334,1123980,22.21
BHARTIARTL,EQ,31-12-2019,460.5,460,462.5,454.5,456,455.8,459.22,5116528,2349620438,52921,969761,18.95
BHARTIARTL,EQ,30-12-2019,455.1,460,464.7,455.1,459.6,460.5,460.6,11917988,5489450494,121989,3317499,27.84
BHARTIARTL,EQ,27-12-2019,447.55,449,457.05,449,456.2,455.1,453.12,5887082,2667533905,62590,1725960,29.32
BHARTIARTL,EQ,26-12-2019,457.15,455.3,456.5,446,448.05,447.55,450.94,5887041,2654693993,66735,1461689,24.83
BHARTIARTL,EQ,24-12-2019,454.8,454.5,460,452.4,456.5,457.15,456.75,6845488,3126676828,67891,1132577,16.54
BHARTIARTL,EQ,23-12-2019,453.8,449.05,459.15,446.45,454.5,454.8,452.33,10434970,4720083422,74419,2997006,28.72
BHARTIARTL,EQ,20-12-2019,449.45,449.9,460.4,445.7,452.9,453.8,453.87,21289419,9662534197,152762,7651006,35.94
BHARTIARTL,EQ,19-12-2019,438.3,436,456.8,430.25,450.3,449.45,441.91,13974432,6175486191,116150,4702388,33.65
BHARTIARTL,EQ,18-12-2019,439.95,447,447.1,434.15,437.7,438.3,438.27,17654537,7737487614,166740,7973591,45.16
BHARTIARTL,EQ,17-12-2019,421.85,424.75,441.5,417.6,441,439.95,428.39,22991811,9849379561,157276,10761468,46.81
BHARTIARTL,EQ,16-12-2019,427.8,430.4,431.05,420.45,421,421.85,425.05,6962613,2959486504,74144,3126485,44.9
BHARTIARTL,EQ,13-12-2019,438.65,440,440.7,426,430,427.8,430.67,13074677,5630835347,103192,6612870,50.58
BHARTIARTL,EQ,12-12-2019,442.75,442.9,443.85,436.5,438,438.65,440.54,7389050,3255150537,86589,3615935,48.94
BHARTIARTL,EQ,11-12-2019,447,444.5,449.05,440.6,441.35,442.75,444.42,6803615,3023651472,100306,3215920,47.27
BHARTIARTL,EQ,10-12-2019,445.85,445.45,451,443.25,449.65,447,447.61,7140031,3195968753,85032,1586891,22.23
BHARTIARTL,EQ,09-12-2019,444.85,447.6,451.6,441.7,445.45,445.85,446.7,7865300,3513444503,77331,2186480,27.8
BHARTIARTL,EQ,06-12-2019,447.35,451.9,452.4,442.85,442.95,444.85,447.18,11415172,5104658563,103951,3247080,28.45
BHARTIARTL,EQ,05-12-2019,461.4,463.3,463.6,445.35,449.15,447.35,451.19,17317332,7813452899,159675,5003771,28.89
BHARTIARTL,EQ,04-12-2019,459.1,460.85,464.8,454.7,460.8,461.4,460.21,16541195,7612487953,165487,5932359,35.86
BHARTIARTL,EQ,03-12-2019,458.6,462.8,465.05,445.25,460.85,459.1,454.58,23871561,10851540325,199272,5695228,23.86
BHARTIARTL,EQ,02-12-2019,442.45,471.15,485.6,455.05,460.7,458.6,470.8,55735805,26240342189,412018,22791403,40.89
BHARTIARTL,EQ,29-11-2019,436.65,439.6,449.65,435.15,441.55,442.45,443.78,20010753,8880357951,225731,6197972,30.97
BHARTIARTL,EQ,28-11-2019,433.35,433.35,443.9,428.5,439.7,436.65,435.71,21940833,9559872652,171624,7018791,31.99
BHARTIARTL,EQ,27-11-2019,432.35,433.5,437,426.4,435.55,433.35,431.4,13336531,5753397587,97343,4742292,35.56
BHARTIARTL,EQ,26-11-2019,451.4,445,447,429.9,433.2,432.35,435.86,23466171,10228053379,212454,11477863,48.91
BHARTIARTL,EQ,25-11-2019,420.65,421.35,455.65,421.35,454.85,451.4,442.17,33483563,14805559335,232992,9252878,27.63
BHARTIARTL,EQ,22-11-2019,426.3,423,429.95,417,418.35,420.65,422.84,16775621,7093372571,129774,4880604,29.09
BHARTIARTL,EQ,21-11-2019,437.3,442.5,442.5,422.2,426.85,426.3,428.02,22178883,9492925448,174349,7425728,33.48
BHARTIARTL,EQ,20-11-2019,439.35,448.3,452.95,433.1,437.4,437.3,444.16,55644344,24715008245,336654,21010650,37.76
BHARTIARTL,EQ,19-11-2019,409.2,426.9,445.65,421.45,444.65,439.35,431.74,62786851,27107664376,499382,23085997,36.77
BHARTIARTL,EQ,18-11-2019,393.05,396,420.55,392.1,411.2,409.2,409.8,42661408,17482815977,340162,7809498,18.31
BHARTIARTL,EQ,15-11-2019,362.5,357.85,398.5,357.25,396,393.05,384.9,55174490,21236761449,431042,10115442,18.33
BHARTIARTL,EQ,14-11-2019,368.6,357.9,367.1,350.3,365.6,362.5,358.32,21091587,7557478154,234261,9521820,45.15
BHARTIARTL,EQ,13-11-2019,371.5,372.1,373.4,366.15,366.15,368.6,369.49,6424227,2373686078,59572,4255455,66.24
BHARTIARTL,EQ,11-11-2019,369.15,371.25,373.95,368.25,371.7,371.5,371.18,2774571,1029876195,33936,914505,32.96
BHARTIARTL,EQ,08-11-2019,371.75,370,375.85,366.6,368.4,369.15,370.37,5982102,2215611611,50951,2826260,47.25
BHARTIARTL,EQ,07-11-2019,371.45,374.8,375.5,369.05,372.6,371.75,372.3,4816149,1793074500,60144,2192580,45.53
BHARTIARTL,EQ,06-11-2019,383.95,385,385.4,370.25,370.75,371.45,375.26,8181919,3070381465,102652,3969762,48.52
BHARTIARTL,EQ,05-11-2019,378,377,385.5,374.55,385,383.95,381.36,6641731,2532910326,80001,3014755,45.39
BHARTIARTL,EQ,04-11-2019,373.05,378.25,381.7,374,377.35,378,378.31,7620719,2883020032,72747,3749882,49.21
BHARTIARTL,EQ,04-11-2019,373.05,378.25,381.7,374,377.35,378,378.31,7620719,2883020032,72747,3749882,49.21
BHARTIARTL,EQ,01-11-2019,374.25,363.35,376.4,363.35,373.4,373.05,371.44,13682012,5082109740,86732,7334037,53.6
BHARTIARTL,EQ,31-10-2019,367.95,366.7,376.8,363.75,373.4,374.25,370.28,12794123,4737410713,146440,6376791,49.84
BHARTIARTL,EQ,30-10-2019,359.9,364.3,371.35,360.65,367.55,367.95,367.32,16869202,6196413523,151095,7194119,42.65
BHARTIARTL,EQ,29-10-2019,373.1,363,365.65,353.1,360.8,359.9,359.78,36231891,13035491121,250129,17421538,48.08
BHARTIARTL,EQ,27-10-2019,375.15,372,375.5,365.6,372.5,373.1,370.79,1995673,739983259.2,16824,143546,7.19
BHARTIARTL,EQ,25-10-2019,372.35,369.9,378.4,362.6,372.25,375.15,369.89,27754837,10266198839,211920,11448260,41.25
BHARTIARTL,EQ,24-10-2019,360.35,353.95,376.35,325.5,371,372.35,350.57,72697775,25485559618,511839,22123919,30.43
BHARTIARTL,EQ,23-10-2019,374.1,373.5,378,355,360.4,360.35,364.08,13337712,4855975330,123290,4673816,35.04
BHARTIARTL,EQ,22-10-2019,383.5,381.8,396.5,367.2,372.65,374.1,385.63,11357444,4379782615,146478,5294730,46.62
BHARTIARTL,EQ,18-10-2019,385.85,384.95,386.4,380.5,383.3,383.5,383.24,3979009,1524909665,47678,1751416,44.02
BHARTIARTL,EQ,17-10-2019,385.25,385,387.5,379.05,384.95,385.85,383.67,4787789,1836943323,66315,1977345,41.3
BHARTIARTL,EQ,16-10-2019,383.65,381.1,386.8,377.35,385,385.25,384.24,8912567,3424527100,140584,4316565,48.43
BHARTIARTL,EQ,15-10-2019,393.55,390,391.95,381.55,382.4,383.65,385.68,8585170,3311118513,80720,3167721,36.9
BHARTIARTL,EQ,14-10-2019,382.9,384.45,397,380.25,392.95,393.55,390.64,10729180,4191203205,108851,3338973,31.12
BHARTIARTL,EQ,11-10-2019,377.25,374.95,385.35,372.6,384.45,382.9,378.67,10908530,4130745360,116345,3474734,31.85
BHARTIARTL,EQ,10-10-2019,359.4,362.9,385,362,375.05,377.25,376.25,47660614,17932349997,422520,24993447,52.44
BHARTIARTL,EQ,09-10-2019,341.55,343.1,360.85,339,359.4,359.4,354.01,8685318,3074710631,83977,2537605,29.22
BHARTIARTL,EQ,07-10-2019,339.5,338,346.75,337.1,341.6,341.55,343.03,3500384,1200750769,53795,580841,16.59
BHARTIARTL,EQ,04-10-2019,344.9,348.3,348.7,334.25,338.85,339.5,340.42,4705661,1601881135,91542,1812445,38.52
BHARTIARTL,EQ,03-10-2019,350.95,350.95,355.6,341.3,346.5,344.9,348.71,4944826,1724286614,71947,1562219,31.59
BHARTIARTL,EQ,01-10-2019,367.05,370,370.65,346.85,352,350.95,356.45,7208995,2569626490,88351,1897301,26.32
BHARTIARTL,EQ,30-09-2019,349.1,353,374.9,344.25,373.3,367.05,356.16,19616421,6986635478,132233,10004860,51
BHARTIARTL,EQ,27-09-2019,344.05,344,354.9,339.25,354,349.1,345.53,3353263,1158659777,45650,1512867,45.12
BHARTIARTL,EQ,26-09-2019,341.65,341.05,347.05,340.45,343.15,344.05,344.13,4867361,1675006189,71004,2489737,51.15
BHARTIARTL,EQ,25-09-2019,348.65,349.05,350.95,338,343,341.65,342.67,4610586,1579917669,105706,2465988,53.49
BHARTIARTL,EQ,24-09-2019,348,348,352,345.4,349,348.65,348.86,4722666,1647543977,60158,2870287,60.78
BHARTIARTL,EQ,23-09-2019,356.4,356,362.25,345,347.5,348,352.36,5746894,2024977044,91333,2876789,50.06
BHARTIARTL,EQ,20-09-2019,337.6,339.7,365.1,335.05,353.15,356.4,352.45,15528435,5473008709,126040,9123543,58.75
BHARTIARTL,EQ,19-09-2019,335.6,338.4,342.55,334.7,337,337.6,337.55,11672389,3939987421,78725,7240487,62.03
BHARTIARTL,EQ,18-09-2019,339.85,341.6,344.15,334.6,336.1,335.6,336.72,7490889,2522314243,60821,4219358,56.33
BHARTIARTL,EQ,17-09-2019,344,348.8,348.8,332.55,341.15,339.85,337.97,8329655,2815160505,83318,3268380,39.24
BHARTIARTL,EQ,16-09-2019,343.05,343,345.4,338.4,344,344,343.12,5010025,1719024142,60261,2532383,50.55
BHARTIARTL,EQ,13-09-2019,347.55,347.6,349.7,340.9,344,343.05,343.05,4920207,1687855755,53879,2044656,41.56
BHARTIARTL,EQ,12-09-2019,355.1,358.4,358.4,346.75,347.6,347.55,349.7,5535262,1935675479,90710,2457453,44.4
BHARTIARTL,EQ,11-09-2019,356.45,361.75,361.95,351.2,355.95,355.1,355.81,4810430,1711591052,67030,2290194,47.61
BHARTIARTL,EQ,09-09-2019,349.25,350.95,357.4,349.55,357.2,356.45,353.46,3712496,1312230845,51838,1143375,30.8
BHARTIARTL,EQ,06-09-2019,347.7,350.2,354,345.1,349.65,349.25,350.02,6274987,2196386190,55401,2012994,32.08
BHARTIARTL,EQ,05-09-2019,345.7,345,349.35,340.95,347.35,347.7,345.5,3264321,1127814367,49728,1102294,33.77
BHARTIARTL,EQ,04-09-2019,336.85,336,347.35,335.1,345,345.7,343.06,5144579,1764910139,69974,1993303,38.75
BHARTIARTL,EQ,03-09-2019,346.8,345.5,345.95,335.5,336,336.85,340.35,4226095,1438345493,86590,2071265,49.01
BHARTIARTL,EQ,30-08-2019,343.5,345,349.6,338.75,346.8,346.8,344.46,4765624,1641544494,63673,2312483,48.52
BHARTIARTL,EQ,29-08-2019,345.8,342.35,349.75,341.15,344.4,343.5,344.75,5929198,2044106396,60668,2753670,46.44
BHARTIARTL,EQ,28-08-2019,348.3,349.5,349.5,340.5,348,345.8,344.52,5524473,1903313946,56340,1993897,36.09
BHARTIARTL,EQ,27-08-2019,360.65,362.5,368.2,344.75,347.95,348.3,349.6,32201102,11257584649,263571,24092969,74.82
BHARTIARTL,EQ,26-08-2019,356.4,357.95,362.65,346.9,359.9,360.65,358.35,4931663,1767255263,98189,2513454,50.97
BHARTIARTL,EQ,23-08-2019,352.75,354,358.95,350.5,355.95,356.4,355.35,4590240,1631123457,73865,2432559,52.99
BHARTIARTL,EQ,22-08-2019,354.9,355,357.2,351,351.95,352.75,354.18,3113528,1102750260,54764,1462340,46.97
BHARTIARTL,EQ,21-08-2019,358.05,358,360.2,353.15,355.75,354.9,356.83,4046902,1444041805,64648,2348367,58.03
BHARTIARTL,EQ,20-08-2019,361,360.5,362.35,357.4,357.5,358.05,359.61,5266052,1893737659,53137,3350553,63.63
BHARTIARTL,EQ,19-08-2019,361.55,363.45,366.25,359.8,360.6,361,363.19,4521771,1642248181,57613,2313074,51.15
BHARTIARTL,EQ,16-08-2019,361.2,360,365,355,363.45,361.55,360.31,5719722,2060867754,127981,2489195,43.52
BHARTIARTL,EQ,14-08-2019,351.65,355,363.85,347.3,361,361.2,359.15,7669905,2754629477,98916,3493025,45.54
BHARTIARTL,EQ,13-08-2019,371.15,361.2,365,346.15,353.55,351.65,352.5,14028958,4945249386,221330,5308444,37.84
BHARTIARTL,EQ,09-08-2019,372.15,372,373.75,364.15,371.05,371.15,369.63,7700362,2846321509,114336,3539338,45.96
BHARTIARTL,EQ,08-08-2019,366.1,366,378.75,365.4,371.6,372.15,373.28,16050094,5991099343,171967,9760415,60.81
BHARTIARTL,EQ,07-08-2019,368.45,368,372.95,362.5,365.1,366.1,368.43,12524292,4614346251,131915,6652825,53.12
BHARTIARTL,EQ,06-08-2019,357.7,354.1,375.4,354.1,369,368.45,365.55,17019717,6221558067,206848,7538326,44.29
BHARTIARTL,EQ,05-08-2019,343.55,340.1,361.65,339.05,359.1,357.7,348.5,15227460,5306818438,177845,6315333,41.47
BHARTIARTL,EQ,02-08-2019,323.9,332,354.95,327.2,346.55,343.55,337.94,28059958,9482584584,207640,8421453,30.01
BHARTIARTL,EQ,01-08-2019,337.6,335,338.75,321.15,325,323.9,329.6,9773900,3221466825,119566,4845703,49.58
BHARTIARTL,EQ,31-07-2019,345.75,343.2,353.75,332.7,336,337.6,340.98,10861621,3703547310,93735,4759990,43.82
BHARTIARTL,EQ,30-07-2019,334.55,337,348.3,335.15,347.9,345.75,344.41,12722092,4381621009,112087,6006477,47.21
BHARTIARTL,EQ,29-07-2019,334.9,334.7,336.45,328.1,334,334.55,333.96,4979396,1662923115,50773,2462553,49.45
BHARTIARTL,EQ,26-07-2019,339,338,338.9,328.2,333.55,334.9,333.22,4995313,1664530945,81882,2217742,44.4
BHARTIARTL,EQ,25-07-2019,338.9,335,343.45,334.55,337.6,339,340.16,7460110,2537628518,80635,3567480,47.82
BHARTIARTL,EQ,24-07-2019,343.6,344,344.75,335.75,339.1,338.9,338.41,4751577,1607971421,55153,2542694,53.51
BHARTIARTL,EQ,23-07-2019,342.55,342.95,348.5,337.4,343.5,343.6,343.02,3614547,1239865489,63072,1381241,38.21
